MASSIVO;COD. FORN.;CNPJ;FORNECEDOR;COD. LOJA;ITEM LOJA;LOJA;SIGLA;DATA DE APROVAÇÃO ;OS;RESPONSÁVEL;NF;EMISSÃO ;VENCIMENTO;DATA LANÇAMENTO ;TIPO DE SP;TIPO DE PAG.;FORMA DE PAG.;FINALIDADE;RATEIO ;CENTRO DE CUSTO;CC.DESPESA;ÁREA;CLASSIFICAÇÃO ;CATEGORIA;TIPO;ORÇAMENTO ;PROJETO CAPEX;DISTRITO;COORDENADOR;REGIONAL;VALOR;DESCRIÇÃO ;CNPJ LOJA1;CNPJ LOJA2
832334;00315303;46.594.144/0001-14;BAGMA BOMBAS LTDA;04 0138;0138;PETZ JOÃO FIRMINO;JFIR-SP;18/01/2024;832334;;;;;;000005;3;1;08;N;11002;11002;AREA TECNICA;EQUIPAMENTOS;EMERGENCIAL;M.O.;OPEX;;SP3;FELICIO;R3; R$ 350,00 ;MANUTENÇÃO PREVENTIVA DO SISTEMA DE BOMBEAMENTO DO MÊS DE DEZEMBRO DE 2023;18328118012972;18.328.118/0129-72
832335;00315303;46.594.144/0001-14;BAGMA BOMBAS LTDA;04 0138;0138;PETZ JOÃO FIRMINO;JFIR-SP;18/01/2024;832335;;;;;;000005;3;1;08;N;11002;11002;AREA TECNICA;EQUIPAMENTOS;EMERGENCIAL;M.O.;OPEX;;SP3;FELICIO;R3; R$ 300,00 ;INSTALAÇÃO DE UM AUTOMATICO INFERIOR NA BOMBA DE ÁGUA POTÁVEL;18328118012972;18.328.118/0129-72
832336;00315303;46.594.144/0001-14;BAGMA BOMBAS LTDA;04 0138;0138;PETZ JOÃO FIRMINO;JFIR-SP;18/01/2024;832336;;;;;;000005;3;1;08;N;11002;11002;AREA TECNICA;EQUIPAMENTOS;EMERGENCIAL;M.O.;OPEX;;SP3;FELICIO;R3; R$ 350,00 ;MANUTENÇÃO PREVENTIVA DO SISTEMA DE BOMBEAMENTO DO MÊS DE JANEIRO DE 2024;18328118012972;18.328.118/0129-72
-;00011228;05.823.840/0001-78;ELEVADORES ORION LTDA;04 0059;0059;PETZ POMPÉIA;POMP-SP;18/01/2024;-;ALINE TORRES;000000123;19/01/2024;31/01/2024;19/01/2024;000005;3;1;08;N;11002;11002;DOCAS;ELEVADORES;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 4.806,00 ;SERVIÇO DE RETIRADA DE VAZAMENTO DA CENTRALINA  FORNECIMENTO E INSTALACAO DE OLEO HIDRAULICO AMAREOLO;18328118005763;18.328.118/0057-63
833413;00250221;37.666.746/0001-49;LUIS ANTONIO DA SILVA;04 0039;0039;CENTRO DE DISTRIBUICAO;CDEM-SP;19/01/2024;833413;PIETRA;000000254;19/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;CD - ADMNISTRATIVO;EQUIPAMENTOS;EMERGENCIAL;M.O. E MATERIAL;OPEX;;CD;MARYANE;CD; R$ 498,60 ;INSPEÇAO COMPLETA VISANDO CERTIFICAR QUANTIDADES E ESPECIFICAÇÕES DE LAMPADAS QUEIMADAS EM GERAL AREA INTERNA  OPERAÇAO E ADMINISTRATIVO G1 AO G5 E EXTERNAS DOCAS.;18328118003809;18.328.118/0038-09
833414;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0079;0079;PETZ MOREIRA GUIMARAES;CGHS-SP;19/01/2024;833414;PIETRA;000000759;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 1.600,00 ;FOI FORNECIDO E TROCADO A CONTATORA DA CONDENSADORA 2 80A SETOR: SALÃO;18328118007464;18.328.118/0074-64
833416;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0039;0039;CENTRO DE DISTRIBUICAO;CDEM-SP;19/01/2024;833416;PIETRA;000000761;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;CD;MARYANE;CD; R$ 873,60 ;FOI FEITO CONSERTO E REVISÃO DA PARTE ELETRICA MAQUINAS OPERANDO NORMALMENTE COM INSUFLAMENTO 9 GRAUS SETOR: ADM SALA DE OPERAÇÕES;18328118003809;18.328.118/0038-09
833417;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0079;0079;PETZ MOREIRA GUIMARAES;CGHS-SP;19/01/2024;833417;PIETRA;000000764;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 1.600,00 ;FOI FORNECIDO E TROCADO A CONTATORA DA CONDENSADORA 1 80A SETOR: SALÃO;18328118007464;18.328.118/0074-64
833420;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0178;0178;PETZ VICENTE RAO;VRAO-SP;19/01/2024;833420;PIETRA;000000782;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 320,00 ;FOI VERIFICADO TODO O EQUIPAMENTO DE AR CONDICIONADO QUE ESTA EM NORMAL FUNCIONAMENTO, QUE ESTAVA TREDIDANDO FOI SANADO E LIBERADO.;18328118017699;18.328.118/0176-99
833422;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0117;0117;PETZ NAÇÕES UNIDAS;NCUN-SP;19/01/2024;833422;PIETRA;000000758;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;FACHADA;PREDIAL;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 1.780,00 ;REFEITO A INSTALAÇÃO DA FIAÇÃO QUE FOI ROUBADA.   SETOR: ILUMINAÇÃO EXTERNA;18328118010686;18.328.118/0106-86
833428;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0041;0041;PETZ ALTO DA BOA VISTA;ABVT-SP;19/01/2024;833428;PIETRA;000000762;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;ADMINISTRATIVO;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 2.434,24 ;FOI FEITO UMATROCA DE UM COMPRESSOR DE 24.000 BTUS E UMA CARGA DE GÁS E FOI FEITO DESENTUPIMENTO DE UM DRENO COM OXIGENIO NA SALA DO ENCARREGADO;18328118004015;18.328.118/0040-15
833430;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0066;0066;PETZ WASHINGTON LUIS;WLUI-SP;19/01/2024;833430;PIETRA;000000792;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;CENTRO DE ESTÉTICA;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 544,98 ;FOI FEITO A TROCA DA CONTATORA DO EQUIPAMENTO DO C.E;18328118006140;18.328.118/0061-40
833433;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0221;0221;PETZ GASTAO VIDIGAL;GVDL-SP;19/01/2024;833433;PIETRA;000000757;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP7;FELICIO;R3; R$ 2.113,62 ;PARCELA 2/3 - FOI FEITO CARGA DE FLUIDO REFRIGERANTE R410A E A TROCA DE 2 SENSORES DE TEMPERATURA 2 SENSORES DE SUCÇÃO 2 SENSORES AMBIENTE;18328118021025;18.328.118/0210-25
833434;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0208;0208;PETZ AVENIDA ANGELICA;ANGL-SP;19/01/2024;833434;PIETRA;000000908;02/05/2024;22/05/2024;03/05/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 695,31 ;MAQUINA COM PROBLEMA NA PARTE ELETRICA FOI FEITO O REPARO E CARGA DE FLUIDO REFRIGERANTE R410A SETOR: GERENCIA;18328118019551;18.328.118/0195-51
833435;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0221;0221;PETZ GASTAO VIDIGAL;GVDL-SP;19/01/2024;833435;PIETRA;000000798;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;ADMINISTRATIVO;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP7;FELICIO;R3; R$ 512,24 ;VAZAMENTO NA VALVULA SCHRAIDER, FOI SANADO O VAZAMENTO FEITO CARGA DE FLUIDO REFRIGERANTE R410A SETOR: REFEITORIO ;18328118021025;18.328.118/0210-25
833436;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0221;0221;PETZ GASTAO VIDIGAL;GVDL-SP;19/01/2024;833436;PIETRA;000000799;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;ADMINISTRATIVO;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP7;FELICIO;R3; R$ 512,24 ;SANADO O VAZAMENTO NAS CONEXÕES E FEITO NOVA CARGA DE FLUIDO REFRIGERANTE 2,800 KG SETOR: SALA DE DESCANSO;18328118021025;18.328.118/0210-25
833438;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0221;0221;PETZ GASTAO VIDIGAL;GVDL-SP;19/01/2024;833438;PIETRA;000000800;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;CENTRO DE ESTÉTICA;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP7;FELICIO;R3; R$ 630,90 ;SANADO O VAZAMENTO NAS CONEXÕES E FEITO NOVA CARGA DE FLUIDO REFRIGERANTE 3,800 KG SETOR: C.E SALA DE TOSA ;18328118021025;18.328.118/0210-25
833439;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0067;0067;PETZ EXTRA RICARDO JAFET;RJAF-SP;19/01/2024;833439;PIETRA;000000768;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 980,78 ;FOI TROCADO A CONTATORA DO SETOR SALÃO EQUIPAMENTO 3;18328118006573;18.328.118/0065-73
833441;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0067;0067;PETZ EXTRA RICARDO JAFET;RJAF-SP;19/01/2024;833441;PIETRA;000000769;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 980,78 ;FOI TROCADO A CONTATORA DO SETOR SALÃO EQUIPAMENTO 1;18328118006573;18.328.118/0065-73
833446;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0041;0041;PETZ ALTO DA BOA VISTA;ABVT-SP;19/01/2024;833446;PIETRA;000000765;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 532,25 ;FOI FEITO A TROCA DA CONTATORA DA CONDENSADORA SALÃO N14;18328118004015;18.328.118/0040-15
833448;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0067;0067;PETZ EXTRA RICARDO JAFET;RJAF-SP;19/01/2024;833448;PIETRA;000000790;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 980,78 ;FOI FEITO A TROCA DA CONTATORA DO SETOR SALÃO EQUIPAMENTO 2 ;18328118006573;18.328.118/0065-73
833450;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0079;0079;PETZ MOREIRA GUIMARAES;CGHS-SP;19/01/2024;833450;PIETRA;000000789;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 1.015,69 ;FOI REALIZADO UMA NOVA CARGA DE FLUIDO REFRIGERANTE COMPLETA;18328118007464;18.328.118/0074-64
833451;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0208;0208;PETZ AVENIDA ANGELICA;ANGL-SP;19/01/2024;833451;PIETRA;000000788;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 380,00 ;REPARO NO DRENO E DESOBSTRUÇAO DO MESMO SETOR: LOJA;18328118019551;18.328.118/0195-51
833452;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0046;0046;PETZ CIDADE JARDIM;CDJD-SP;19/01/2024;833452;PIETRA;000000787;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 669,00 ;FOI FEITO A TROCA DA CONTATORA DA CONDENSADORA E FOI FEITO UM REAJUSTE ELETRICO SETOR: SALÃO MAQUINA 15;18328118004520;18.328.118/0045-20
833454;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0067;0067;PETZ EXTRA RICARDO JAFET;RJAF-SP;19/01/2024;833454;PIETRA;000000785;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 220,00 ;FOI FEITO RESET DE TODAS AS MAQUINAS SETOR: SALÃO;18328118006573;18.328.118/0065-73
833455;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0079;0079;PETZ MOREIRA GUIMARAES;CGHS-SP;19/01/2024;833455;PIETRA;000000786;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 220,00 ;FOI REARMADO O COMPRESSOR DA CONDENSADORA QUE DESARMOU DEVIDO A CARGA DE ENERGIA;18328118007464;18.328.118/0074-64
833457;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0105;0105;PETZ TABOÃO;TBAO-SP;19/01/2024;833457;PIETRA;000000784;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 1.844,81 ;FOI TROCADO TRES CONTATORAS 32A E FOI REITO REPARO NA AFIAÇÃO ELÉTRICA SETOR: SALÃO DE VENDAS - SELF 01 COND 1,2,3;18328118009599;18.328.118/0095-99
833458;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0010;0010;PETZ SANTA CECILIA;STCE-SP;19/01/2024;833458;PIETRA;000000783;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 1.165,89 ;FOI FEITO A PARTE ELETRICA NA CONDENSADORA E CARGA DE FLUIDO E TROCA DO CAPACITOR SETOR: LOJA;18328118001938;18.328.118/0019-38
833459;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0046;0046;PETZ CIDADE JARDIM;CDJD-SP;19/01/2024;833459;PIETRA;000000778;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;ADMINISTRATIVO;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 515,27 ;FOI FEITO A CARGA DE FLUIDO REFRIGERANTE R22 SETOR: REFEITORIO LADO ESQUERDO;18328118004520;18.328.118/0045-20
833460;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0046;0046;PETZ CIDADE JARDIM;CDJD-SP;19/01/2024;833460;PIETRA;000000777;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 545,53 ;FOI SANADO O VAZAMENTO DA COND COM TAPA FUGA E FOI FEITO CARGA DE FLUIDO REFRIGERANTE E TROCA DO CAPACITOR DA COND SETOR: REFEITORIO MAQUINA LADO DIREITO;18328118004520;18.328.118/0045-20
833461;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0117;0117;PETZ NAÇÕES UNIDAS;NCUN-SP;19/01/2024;833461;PIETRA;000000776;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;ADMINISTRATIVO;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 1.331,61 ;INSTALAÇÃO DE SPLIT 12.000 BTUS SETOR: REFEITORIO;18328118010686;18.328.118/0106-86
833462;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0066;0066;PETZ WASHINGTON LUIS;WLUI-SP;19/01/2024;833462;PIETRA;000000775;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;CPD;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 486,00 ;TROCA DE CABO PP COMUNICAÇÃO E FEITO A PARTE ELETRICA SETOR: CPD;18328118006140;18.328.118/0061-40
833467;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0060;0060;PETZ PACAEMBU;PCBU-SP;19/01/2024;833467;PIETRA;000000797;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 380,00 ;REALIZADO A MANUTENÇÃO DAS CORTINAS DE AR DA ENTRADA PRINCIPAL E DOS FUNDOS DA LOJA;18328118006220;18.328.118/0062-20
833468;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0041;0041;PETZ ALTO DA BOA VISTA;ABVT-SP;19/01/2024;833468;PIETRA;000000907;02/05/2024;22/05/2024;03/05/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 813,94 ;FOI FEITO A LIGAÇÃO DOS COMANDOS E CARGA DE FLUIDO REFRIGERANTE R22 COMPLETA SETOR: CORREDOR DOS GATOS;18328118004015;18.328.118/0040-15
833469;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0041;0041;PETZ ALTO DA BOA VISTA;ABVT-SP;19/01/2024;833469;PIETRA;000000781;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 713,94 ;FOI FEITO A CARGA DE FLUIDO REFRIGERANTE COMPLETA SETOR: CORREDOR DE BRINQUEDOS ;18328118004015;18.328.118/0040-15
833470;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0041;0041;PETZ ALTO DA BOA VISTA;ABVT-SP;19/01/2024;833470;PIETRA;000000795;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 220,00 ;VISITA TECNICA;18328118004015;18.328.118/0040-15
833474;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0024;0076;PETZ DIADEMA;DDMA-SP;19/01/2024;833474;PIETRA;000000766;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;CPD;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP3;FELICIO;R3; R$ 1.079,73 ;FOI FEITO A CORRETIVA DO AR CONDICIONADO DO SETOR CPD E LIMPEZA DA EVAPORADORA E CARGA DE FLUIDO REFRIGERANTE R410A;18328118000966;18.328.118/0009-66
833478;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0067;0067;PETZ EXTRA RICARDO JAFET;RJAF-SP;19/01/2024;833478;PIETRA;000000796;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 220,00 ;FOI FEITO A REGULAGEM DOS TERMOSTATOS DAS MAQUINAS;18328118006573;18.328.118/0065-73
833479;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0111;0111;PETZ GIOVANNI GRONCHI;GVGC-SP;19/01/2024;833479;PIETRA;000000791;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 380,00 ;FOI EXECUTADO UM RESET E UMA NOVA CONFIGURAÇÃO SETOR: LOJA;18328118010767;18.328.118/0107-67
833480;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0066;0066;PETZ WASHINGTON LUIS;WLUI-SP;19/01/2024;833480;PIETRA;000000770;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SERES;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 2.242,85 ;FORNECIMENTO E TROCA DE 01 COMPRESSOR 9000 BTUS E CARGA DE FLUIDO REFRIGERANTE SETOR: CONSULTORIO SERES ;18328118006140;18.328.118/0061-40
833481;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0068;0068;PETZ PEREIRA BARRETO;PBAR-SP;19/01/2024;833481;PIETRA;000000771;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP3;FELICIO;R3; R$ 1.497,36 ;FOI FEITO A TROCA DE 2 CONTATORA DE MAQUINA CONDENSADORA 01, 02, E FEITO O RELIGAMENTO DAS MESMAS SETOR: SALÃO;18328118007111;18.328.118/0071-11
833482;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0208;0208;PETZ AVENIDA ANGELICA;ANGL-SP;19/01/2024;833482;PIETRA;000000772;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;ADMINISTRATIVO;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 1.191,97 ;FOI REALIZADO UMA CARGA DE GAS NO REFEITORIO E NA SALA DA GERENCIA;18328118019551;18.328.118/0195-51
833483;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0010;0010;PETZ SANTA CECILIA;STCE-SP;19/01/2024;833483;PIETRA;000000773;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 180,00 ;VISITA TECNICA;18328118001938;18.328.118/0019-38
833484;00383318;39.498.106/0001-00;REGINALDO DA SILVA PINTO;04 0010;0010;PETZ SANTA CECILIA;STCE-SP;19/01/2024;833484;PIETRA;000000774;20/01/2024;07/02/2024;23/01/2024;000005;3;1;08;N;11002;11002;CENTRO DE ESTÉTICA;AR CONDICIONADO;EMERGENCIAL;M.O. E MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 730,93 ;FOI REALIZADO UMA CARGA DE FLUIDO REFRIGERANTE COMPLETA NO SETOR: C.E;18328118001938;18.328.118/0019-38
833487;00479868;42.628.583/0001-40;OPTE ENGENHARIA LTDA;04 0235;0235;PETZ PARNAMIRIM;PNMR-PE;19/01/2024;833487;PIETRA;000000971;01/02/2024;28/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;ESTACIONAMENTO;PREDIAL;PREVENTIVA;CIVIL;OPEX;;NE1;MARYANE;R1; R$ 370,00 ;PREVENTIVA: FIXAÇÃO DO SUPORTE  DA ESCADA E PINTURA DA PAREDE EXTERNA DO CE;18328118022005;18.328.118/0220-05
833489;00479868;42.628.583/0001-40;OPTE ENGENHARIA LTDA;04 0235;0235;PETZ PARNAMIRIM;PNMR-PE;19/01/2024;833489;PIETRA;000000972;01/02/2024;28/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;CENTRO DE ESTÉTICA;PREDIAL;EMERGENCIAL;CIVIL;OPEX;;NE1;MARYANE;R1; R$ 805,00 ;RECORTE E REMOÇÃO DE DRYWALL DO TETO DO CENTRO ESTÉTICO (RISCO DE QUEDA);18328118022005;18.328.118/0220-05
833493;00479868;42.628.583/0001-40;OPTE ENGENHARIA LTDA;04 0235;0235;PETZ PARNAMIRIM;PNMR-PE;19/01/2024;833493;PIETRA;000000973;01/02/2024;28/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;AREA TECNICA;PREDIAL;EMERGENCIAL;HIDRAULICA;OPEX;;NE1;MARYANE;R1; R$ 985,00 ;FALTA DE ÁGUA NA LOJA (DESLIGAMENTO DA BOMBA DE EMERGENCIA QUE ESTAVA DISPARANDO COM DEFEITO E RELOCAÇÃO DAS BOMBAS PARA UM FUNCIONAMENTO ADEQUADO);18328118022005;18.328.118/0220-05
833495;00479868;42.628.583/0001-40;OPTE ENGENHARIA LTDA;04 0235;0235;PETZ PARNAMIRIM;PNMR-PE;19/01/2024;833495;PIETRA;000000974;01/02/2024;28/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;AREA TECNICA;PREDIAL;EMERGENCIAL;HIDRAULICA;OPEX;;NE1;MARYANE;R1; R$ 447,00 ;TROCA DA BOIA DA CISTERNA (ANTIGA COM DEFEITO);18328118022005;18.328.118/0220-05
833497;00479868;42.628.583/0001-40;OPTE ENGENHARIA LTDA;04 0102;0102;PETZ BOA VIAGEM;BOVG-PE;19/01/2024;833497;PIETRA;000000975;01/02/2024;28/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;PREDIAL;EMERGENCIAL;CIVIL;OPEX;;NE1;MARYANE;R1; R$ 2.324,00 ;INFILTRAÇÃO DO BANHEIRO E PIA DA COPA ( QUEBRA DA PAREDE DO WC MASC. COM TROCA DO CHUVEIRO E CONEXÕES, ASSIM COMO, APLICAÇÃO DE REJUNTE E RECOLOCAÇÃO DE CERAMICA NO BOX. AJUSTE NAS CONEXÕES DA PIA.;18328118010503;18.328.118/0105-03
